Index,Mac
2007-10-08,973.8029791445532
2007-10-09,905.9091333775885
2007-10-10,930.5814158474245
2007-10-11,850.0012429701312
2007-10-12,821.6995398628576
2007-10-13,982.563867266017
2007-10-14,932.8158787705024
2007-10-15,871.6747115123206
2007-10-16,973.4246162548574
2007-10-17,1012.9835532614766
2007-10-18,940.2933787998098
2007-10-19,892.3466846626391
2007-10-20,1030.751922558623
2007-10-21,909.5146343572222
2007-10-22,888.3944792077291
2007-10-23,880.7184084174922
2007-10-24,1012.9350914280075
2007-10-25,1016.2830986905147
2007-10-26,963.5978419880281
2007-10-27,1005.0873153953501
2007-10-28,840.7580672843678
2007-10-29,1030.1386218467214
2007-10-30,865.9311402781314
2007-10-31,988.7410669718718
2007-11-01,946.1658742622415
2007-11-02,918.228245604383
2007-11-03,970.6254870876948
2007-11-04,897.8835290486068
2007-11-05,831.2696428571569
2007-11-06,901.7835621374395
2007-11-07,892.9720381357981
2007-11-08,949.0134850930309
2007-11-09,845.8826553357655
2007-11-10,850.5091304441542
2007-11-11,818.1798313999514
2007-11-12,844.954041189659
2007-11-13,894.291113652302
2007-11-14,948.7861147793415
2007-11-15,959.0547445298129
2007-11-16,843.3828156302006
2007-11-17,922.0779328687548
2007-11-18,823.2773177912625
2007-11-19,997.7275549760365
2007-11-20,878.7594560155554
2007-11-21,908.520171142428
2007-11-22,1013.817693117984
2007-11-23,894.3562673172049
2007-11-24,987.7591144270539
2007-11-25,985.2548939048149
2007-11-26,958.6701282026074
2007-11-27,957.5216795827148
2007-11-28,845.2684995789309
2007-11-29,858.2639469005886
2007-11-30,839.5983736716662
2007-12-01,972.4365160933938
2007-12-02,1000.8156997707125
2007-12-03,858.8872737358668
2007-12-04,924.0684494188592
2007-12-05,856.6468303618606
2007-12-06,961.1655081576092
2007-12-07,1025.2878610927576
2007-12-08,951.7812199189536
2007-12-09,1024.3140057614025
2007-12-10,1013.4452308825781
2007-12-11,899.0988529434519
2007-12-12,920.3811745383407
2007-12-13,944.0106937905863
2007-12-14,890.813982577071
2007-12-15,857.3268067218407
2007-12-16,882.9208498962229
2007-12-17,895.2802185682563
2007-12-18,990.3134319246633
2007-12-19,908.7986373260874
2007-12-20,943.2689491663907
2007-12-21,880.6504252521349
2007-12-22,969.0202619554437
2007-12-23,988.3703401012992
2007-12-24,847.9911222738384
2007-12-25,858.8236607993874
2007-12-26,1016.1302231915179
2007-12-27,950.1608599047587
2007-12-28,847.7172367296647
2007-12-29,940.5618628512882
2007-12-30,875.7114617458834
2007-12-31,935.0266574718189
2008-01-01,817.0000000000001
2008-01-02,607.8140385704139
2008-01-03,652.0508132918865
2008-01-04,630.5303626050468
2008-01-05,556.8490140250758
2008-01-06,575.8264630218423
2008-01-07,812.570246896987
2008-01-08,665.054436671292
2008-01-09,505.10268876741316
2008-01-10,578.2973021222523
2008-01-11,516.0966059978391
2008-01-12,749.8058051367401
2008-01-13,654.791602297297
2008-01-14,676.8378840690154
2008-01-15,583.7415327896729
2008-01-16,773.9907862877905
2008-01-17,633.9994650439867
2008-01-18,515.3573562293338
2008-01-19,654.23075790135
2008-01-20,746.4096677866592
2008-01-21,655.4462292414221
2008-01-22,604.276803599666
2008-01-23,778.664514065649
2008-01-24,736.2025950202877
2008-01-25,503.81962195413826
2008-01-26,787.0643060974385
2008-01-27,789.8880475688422
2008-01-28,651.9316890124301
2008-01-29,744.1703469985779
2008-01-30,599.3917979433372
2008-01-31,801.7967555663636
2008-02-01,770.9788210291003
2008-02-02,708.5497634931007
2008-02-03,598.422153459722
2008-02-04,644.5578149868794
2008-02-05,661.452095871392
2008-02-06,760.4593086201616
2008-02-07,648.5465415798044
2008-02-08,493.49071755912644
2008-02-09,564.8818449327766
2008-02-10,731.6860176590112
2008-02-11,644.2643178927971
2008-02-12,763.2871251027616
2008-02-13,758.9116982996816
2008-02-14,512.108156061804
2008-02-15,487.6638520201996
2008-02-16,766.1200769146853
2008-02-17,631.0182582455416
2008-02-18,784.2046057897046
2008-02-19,538.95297164168
2008-02-20,763.685353019743
2008-02-21,809.5742565714355
2008-02-22,715.3692561536774
2008-02-23,732.0065393348275
2008-02-24,798.4016303681389
2008-02-25,773.8755392677792
2008-02-26,681.9499242643998
2008-02-27,784.7939492251635
2008-02-28,813.4794466170347
2008-02-29,587.6564620762565
2008-03-01,715.9909530931715
2008-03-02,555.3578814651921
2008-03-03,669.3040413136005
2008-03-04,569.9685619690997
2008-03-05,515.987843762643
2008-03-06,531.1940405547191
2008-03-07,733.0466510113869
2008-03-08,653.5713330354397
2008-03-09,722.002282100719
2008-03-10,759.66269497558
2008-03-11,493.5670269962938
2008-03-12,798.1251000039808
2008-03-13,537.256434960624
2008-03-14,591.6266580170591
2008-03-15,550.7817363261911
2008-03-16,790.9786137555219
2008-03-17,616.7980107410929
2008-03-18,773.508935773216
2008-03-19,798.6335349336799
2008-03-20,553.3074398043343
2008-03-21,612.8308092108673
2008-03-22,614.307986114178
2008-03-23,538.2304874774807
2008-03-24,503.3916704971934
2008-03-25,734.5394793847785
2008-03-26,614.2959367565402
2008-03-27,679.1244128253927
2008-03-28,643.9620715457302
2008-03-29,582.4995519439678
2008-03-30,715.4581703495778
2008-03-31,806.2260789051898
2008-04-01,483.0
2008-04-02,3680.9584015794007
2008-04-03,1271.4803385755777
2008-04-04,3024.4258891515283
2008-04-05,1516.8399134087304
2008-04-06,3078.84319397426
2008-04-07,3833.316659524028
2008-04-08,2450.103761840262
2008-04-09,1777.2310197891707
2008-04-10,2760.9328582290327
2008-04-11,2283.1454244105926
2008-04-12,800.9666033330853
2008-04-13,4087.0397931798157
2008-04-14,4305.2492766352025
2008-04-15,871.86164102849
2008-04-16,1504.4779752739882
2008-04-17,1217.4203366443708
2008-04-18,2162.278207166747
2008-04-19,1715.1544257564503
2008-04-20,3075.9335848971696
2008-04-21,3654.839996641861
2008-04-22,3316.8081463102294
2008-04-23,712.4115512328738
2008-04-24,1049.4692929486623
2008-04-25,4084.49228336431
2008-04-26,3491.5020535146773
2008-04-27,1167.1816279258578
2008-04-28,3695.8996244300133
2008-04-29,3910.2025498448147
2008-04-30,1671.2067054813613
2008-05-01,3790.867333631907
2008-05-02,3562.7980219125407
2008-05-03,1236.9670310871297
2008-05-04,3112.8000126117936
2008-05-05,1386.8166777134165
2008-05-06,1268.1264581090566
2008-05-07,4272.963723620377
2008-05-08,4198.311196883627
2008-05-09,2266.857664295309
2008-05-10,1555.493060023943
2008-05-11,1505.3653815234522
2008-05-12,4399.312500402222
2008-05-13,1223.341923194802
2008-05-14,1183.5674684829346
2008-05-15,3356.8516460666106
2008-05-16,1498.780059289972
2008-05-17,880.9149488360931
2008-05-18,4287.280630546861
2008-05-19,2297.398298918142
2008-05-20,1373.1773756572647
2008-05-21,729.6908120886849
2008-05-22,518.6272749969847
2008-05-23,1848.8445663657567
2008-05-24,3165.7035822284192
2008-05-25,3749.3276905474604
2008-05-26,2175.593830079105
2008-05-27,4379.5471552338
2008-05-28,3646.2646045466745
2008-05-29,4226.298035022013
2008-05-30,3526.106317717076
2008-05-31,2119.977462938571
2008-06-01,1846.576459156553
2008-06-02,976.2844537037056
2008-06-03,893.7966648626004
2008-06-04,4164.582451784705
2008-06-05,863.5234904883657
2008-06-06,3734.3042181758487
2008-06-07,3231.248449492982
2008-06-08,1289.2688913647398
2008-06-09,1612.6348454072402
2008-06-10,4405.19562813191
2008-06-11,2483.8844591534253
2008-06-12,2378.2167963493443
2008-06-13,1667.2077938147484
2008-06-14,933.4367950937344
2008-06-15,3788.761419994828
2008-06-16,2924.188750082125
2008-06-17,1226.9846504584266
2008-06-18,1756.9768451185514
2008-06-19,1410.4636626419083
2008-06-20,3884.0731842971945
2008-06-21,1285.7071025945831
2008-06-22,3173.3991986399615
2008-06-23,2917.624766403597
2008-06-24,1658.1512161050637
2008-06-25,4312.9117918442535
2008-06-26,3011.562533465646
2008-06-27,4222.213853373149
2008-06-28,3888.5047932335447
2008-06-29,4248.366921097743
2008-06-30,2642.8042932785297
2008-07-01,4406.000000000001
2008-07-02,3821.1121585321853
2008-07-03,4193.682622851139
2008-07-04,2962.9870563474224
2008-07-05,2993.773338132891
2008-07-06,3723.042053782575
2008-07-07,3727.1385376170506
2008-07-08,2996.1829903135304
2008-07-09,3900.0805851872656
2008-07-10,3787.4484859731156
2008-07-11,4092.843936059332
2008-07-12,3269.9515715041825
2008-07-13,3976.4989164389103
2008-07-14,3193.3188053296903
2008-07-15,3574.201777950864
2008-07-16,3429.2990770112133
2008-07-17,3920.9441229431854
2008-07-18,2973.957228540973
2008-07-19,3478.596673047512
2008-07-20,3093.0408050692554
2008-07-21,3509.875309115729
2008-07-22,3283.7182338979865
2008-07-23,3924.4633549268615
2008-07-24,3207.150408900805
2008-07-25,3677.376932561543
2008-07-26,3442.2166771699262
2008-07-27,2975.8456406317555
2008-07-28,3813.460168715033
2008-07-29,3136.437442535316
2008-07-30,4354.862470021009
2008-07-31,3302.4500520622323
2008-08-01,3737.6789485852933
2008-08-02,3124.465690021001
2008-08-03,3134.94372968235
2008-08-04,3376.5819624642054
2008-08-05,3273.320445993893
2008-08-06,2974.544792898643
2008-08-07,2995.4219990913707
2008-08-08,3244.3425054793606
2008-08-09,4359.119447815469
2008-08-10,4057.192842705938
2008-08-11,3195.772288762716
2008-08-12,3468.986595428227
2008-08-13,3236.1605130323655
2008-08-14,3342.9191011676257
2008-08-15,3915.4639458251204
2008-08-16,3861.21242979042
2008-08-17,3472.6974589910515
2008-08-18,3371.7075670511394
2008-08-19,3771.473421075998
2008-08-20,3548.524281702864
2008-08-21,3448.938258927332
2008-08-22,3519.8248268583707
2008-08-23,3856.0817009710936
2008-08-24,3145.3090743426574
2008-08-25,3585.173839758348
2008-08-26,4379.926166277912
2008-08-27,3344.3930778596664
2008-08-28,3609.1952705368967
2008-08-29,3772.1476648012954
2008-08-30,4051.7916946406212
2008-08-31,3470.95958198202
2008-09-01,3402.847340510286
2008-09-02,4061.1696526570327
2008-09-03,3541.137524231278
2008-09-04,3862.4439120330135
2008-09-05,3452.7702165743353
2008-09-06,3590.713443415415
2008-09-07,3913.3420176370932
2008-09-08,4377.339757184822
2008-09-09,3964.0621203040737
2008-09-10,3705.6919359668263
2008-09-11,3164.707631838007
2008-09-12,3893.597649955721
2008-09-13,3342.611724641632
2008-09-14,4211.898382622226
2008-09-15,3995.845173608384
2008-09-16,3909.8290498455262
2008-09-17,3365.855818126278
2008-09-18,3976.133986670296
2008-09-19,3281.657249701496
2008-09-20,3131.185599914088
2008-09-21,2988.2707749480196
2008-09-22,4047.764961733647
2008-09-23,3662.780657727046
2008-09-24,3037.7353850302925
2008-09-25,3771.218872879161
2008-09-26,3446.0641463873876
2008-09-27,3943.4290412501714
2008-09-28,3072.812708301386
2008-09-29,4282.6941171122135
2008-09-30,3869.4210074211906
2008-10-01,2940.0
2008-10-02,2457.120654106484
2008-10-03,2753.832955502415
2008-10-04,2563.79510434167
2008-10-05,2702.950284786767
2008-10-06,2767.8862002110864
2008-10-07,2772.4333322536268
2008-10-08,2850.403806279579
2008-10-09,2617.285852198101
2008-10-10,2609.2893775489847
2008-10-11,2620.118164350866
2008-10-12,2633.169767368353
2008-10-13,2731.1750502567747
2008-10-14,2643.475974893794
2008-10-15,2554.6683062345496
2008-10-16,2589.2447261826483
2008-10-17,2532.266714928815
2008-10-18,2919.3705344284094
2008-10-19,2890.01201058087
2008-10-20,2534.7588459892436
2008-10-21,2610.448538843875
2008-10-22,2801.9219912721087
2008-10-23,2674.96663335363
2008-10-24,2864.6899532054504
2008-10-25,2653.9029453576977
2008-10-26,2922.6206655629308
2008-10-27,2919.4577886120474
2008-10-28,2525.8370358619877
2008-10-29,2736.887081735402
2008-10-30,2755.9657036478857
2008-10-31,2527.03693294184
2008-11-01,2816.80601048026
2008-11-02,2472.4396391294267
2008-11-03,2703.2222834414642
2008-11-04,2427.8345098090363
2008-11-05,2440.4943446347393
2008-11-06,2888.7664397836184
2008-11-07,2742.204998837225
2008-11-08,2911.3876633648865
2008-11-09,2462.6101183148553
2008-11-10,2659.6704060484462
2008-11-11,2489.8426730450483
2008-11-12,2652.946432851174
2008-11-13,2601.117494016568
2008-11-14,2898.506592602413
2008-11-15,2661.0100510984666
2008-11-16,2568.4533881092584
2008-11-17,2897.3194285363234
2008-11-18,2448.2040275401096
2008-11-19,2853.6746078035253
2008-11-20,2538.2081905294713
2008-11-21,2682.79763519636
2008-11-22,2659.432606286183
2008-11-23,2770.091823042793
2008-11-24,2707.7334827017903
2008-11-25,2925.2968542769963
2008-11-26,2590.206518713124
2008-11-27,2692.8694218073183
2008-11-28,2629.4253659769356
2008-11-29,2780.0075475080052
2008-11-30,2841.784213215129
2008-12-01,2859.610920058265
2008-12-02,2855.477264561151
2008-12-03,2852.203022577271
2008-12-04,2707.7228828039124
2008-12-05,2704.6870086695535
2008-12-06,2657.715596083014
2008-12-07,2451.3280136435533
2008-12-08,2726.7202266822446
2008-12-09,2878.8941761821297
2008-12-10,2545.7363894906757
2008-12-11,2899.9994311608725
2008-12-12,2573.8805278564614
2008-12-13,2781.749020970347
2008-12-14,2686.287412915545
2008-12-15,2597.73913668753
2008-12-16,2771.413409132908
2008-12-17,2533.689255908102
2008-12-18,2667.109282653455
2008-12-19,2611.358554709404
2008-12-20,2630.5128931072027
2008-12-21,2654.297027317334
2008-12-22,2719.808511092606
2008-12-23,2732.810437293452
2008-12-24,2711.3032532763314
2008-12-25,2848.4710609454305
2008-12-26,2883.3948383811517
2008-12-27,2527.6711538540967
2008-12-28,2652.9238499981184
2008-12-29,2565.792577619045
2008-12-30,2782.089527472345
2008-12-31,2827.364490024623
2009-01-01,2427.0
2009-01-02,2602.196435564607
2009-01-03,2673.628199255976
2009-01-04,2710.646678185482
2009-01-05,2643.8104762401445
2009-01-06,2544.3823506163703
2009-01-07,2542.8510630172223
2009-01-08,2532.458851593354
2009-01-09,2672.875262644372
2009-01-10,3049.0445135150317
2009-01-11,2599.6434169872164
2009-01-12,2453.032938914531
2009-01-13,2726.503037792048
2009-01-14,2459.503706662081
2009-01-15,3019.332005501997
2009-01-16,2937.962051255355
2009-01-17,3056.018996370406
2009-01-18,3011.4573059309896
2009-01-19,2578.659916111236
2009-01-20,2554.320686953745
2009-01-21,2645.394078468378
2009-01-22,2509.829625562313
2009-01-23,2825.714938619699
2009-01-24,2853.785003902008
2009-01-25,2697.8239973477544
2009-01-26,2608.055753116358
2009-01-27,3008.4438807602523
2009-01-28,2769.1124068115637
2009-01-29,2646.927089929948
2009-01-30,2706.1199615585047
2009-01-31,3042.234207852467
2009-02-01,2643.7906331990516
2009-02-02,2893.579181106331
2009-02-03,2704.589213074122
2009-02-04,2845.0243743924657
2009-02-05,2479.7552695018794
2009-02-06,2705.0901546128875
2009-02-07,2606.299995629671
2009-02-08,2484.043368388615
2009-02-09,2788.4549109729214
2009-02-10,2780.7969391838196
2009-02-11,2965.3207313707967
2009-02-12,2938.6836231680645
2009-02-13,2505.5191603574267
2009-02-14,2708.697504426179
2009-02-15,2563.874701228438
2009-02-16,2450.8022277729888
2009-02-17,2434.670905233718
2009-02-18,2472.503050597065
2009-02-19,2774.2729119102437
2009-02-20,2961.845904238291
2009-02-21,3011.963067075442
2009-02-22,2582.074470916422
2009-02-23,2444.2189347712774
2009-02-24,2820.989975972102
2009-02-25,2558.2875247597053
2009-02-26,2758.814981184485
2009-02-27,2929.2430934494996
2009-02-28,2729.7136532182626
2009-03-01,2444.2302544008094
2009-03-02,2732.277377955315
2009-03-03,2773.677022733045
2009-03-04,2632.4566667928257
2009-03-05,2660.02545338392
2009-03-06,2932.776704343624
2009-03-07,2817.2950302244294
2009-03-08,2786.910962573564
2009-03-09,2657.809499063144
2009-03-10,2468.584440677472
2009-03-11,2556.1230697693923
2009-03-12,2490.729193807267
2009-03-13,2718.2751198018873
2009-03-14,2810.692286084091
2009-03-15,2776.166126687841
2009-03-16,3015.656350716286
2009-03-17,2496.235723096401
2009-03-18,2758.34830044548
2009-03-19,2795.8912995682604
2009-03-20,2993.338610931783
2009-03-21,2682.518003667716
2009-03-22,2924.6892741464526
2009-03-23,2500.8333740528474
2009-03-24,2584.0118086949474
2009-03-25,2811.0958078776566
2009-03-26,2813.0943210839555
2009-03-27,2724.6636793399425
2009-03-28,2757.0359885906637
2009-03-29,2536.1176379828257
2009-03-30,2901.470986564041
2009-03-31,2500.9866154391702
2009-04-01,3060.0
2009-04-02,4248.862109402077
2009-04-03,4406.951291795513
2009-04-04,4027.662274329828
2009-04-05,3150.526296847404
2009-04-06,3771.15911515229
2009-04-07,3620.0788930227
2009-04-08,3816.172381786897
2009-04-09,3492.5433408300305
2009-04-10,3452.403194811202
2009-04-11,3830.9178366087053
2009-04-12,4521.380008157891
2009-04-13,4231.608564561838
2009-04-14,3732.0585904280774
2009-04-15,3947.453936894799
2009-04-16,3511.0196374967104
2009-04-17,3366.1529548259073
2009-04-18,4279.0304132468045
2009-04-19,3216.8296171731477
2009-04-20,3533.9566493763627
2009-04-21,3898.7318265388485
2009-04-22,4182.911720542446
2009-04-23,4469.129714105251
2009-04-24,3308.7077278335405
2009-04-25,4345.526556984101
2009-04-26,4573.9426816169835
2009-04-27,4116.585405585045
2009-04-28,4033.6501567095456
2009-04-29,3276.4670014692174
2009-04-30,3751.9304773028816
2009-05-01,3590.1992423429347
2009-05-02,3269.880584191677
2009-05-03,3753.834357279491
2009-05-04,4506.30755511584
2009-05-05,3378.4447851397717
2009-05-06,3975.903222899613
2009-05-07,3965.9187105649517
2009-05-08,3115.885623035778
2009-05-09,3404.7395460515672
2009-05-10,4414.295877987874
2009-05-11,3553.193455998615
2009-05-12,3274.8826849719608
2009-05-13,3647.1685592118656
2009-05-14,3929.24442502701
2009-05-15,4185.7647698330675
2009-05-16,3245.551788209212
2009-05-17,3757.2047296825995
2009-05-18,4259.757945577326
2009-05-19,4353.503548876404
2009-05-20,4593.513879828113
2009-05-21,3938.4697224924735
2009-05-22,4229.987989299251
2009-05-23,3401.7201156795445
2009-05-24,4565.062007027617
2009-05-25,3187.4837441829395
2009-05-26,4598.632896450106
2009-05-27,4188.1901163483435
2009-05-28,3187.7032527282286
2009-05-29,4274.808173979373
2009-05-30,3069.430523787552
2009-05-31,3355.9815053457173
2009-06-01,3141.422514198427
2009-06-02,3114.836926173992
2009-06-03,3263.538462858274
2009-06-04,3907.391423251591
2009-06-05,3510.774665963166
2009-06-06,3387.189137878119
2009-06-07,4074.2786720863414
2009-06-08,4272.549121215162
2009-06-09,4469.721378571479
2009-06-10,3377.7569855524175
2009-06-11,3246.1718887776324
2009-06-12,4059.9745213393403
2009-06-13,3968.798242523384
2009-06-14,3238.6690001796887
2009-06-15,3431.735848256282
2009-06-16,3325.3800156326465
2009-06-17,4101.605251036417
2009-06-18,3302.180014283979
2009-06-19,3656.8660729308954
2009-06-20,4304.065088675421
2009-06-21,4135.807209619043
2009-06-22,4095.567225256862
2009-06-23,4108.300144225862
2009-06-24,4241.152224985455
2009-06-25,3325.1427399550817
2009-06-26,3658.8535661982137
2009-06-27,3647.4492009799064
2009-06-28,4467.707210868768
2009-06-29,4515.646093127992
2009-06-30,3704.1847132593603
2009-07-01,4606.0
2009-07-02,5460.22859117307
2009-07-03,4614.9037555580335
2009-07-04,5324.799139294409
2009-07-05,5566.797498579993
2009-07-06,5523.981051401807
2009-07-07,5448.284488667919
2009-07-08,5101.414278112178
2009-07-09,4816.000057982468
2009-07-10,4669.170004111489
2009-07-11,5386.665410098732
2009-07-12,4933.017442495866
2009-07-13,4845.918776331957
2009-07-14,5336.988962489645
2009-07-15,4843.082892379433
2009-07-16,5080.389359685819
2009-07-17,5104.446151204049
2009-07-18,5319.535960820633
2009-07-19,5543.650758185507
2009-07-20,5018.520849282788
2009-07-21,4922.77720588816
2009-07-22,4744.35038191623
2009-07-23,5503.223741623707
2009-07-24,4778.53181609534
2009-07-25,4748.722456215819
2009-07-26,5522.697800791263
2009-07-27,5165.049738639381
2009-07-28,5373.062719906083
2009-07-29,5204.396024143898
2009-07-30,5074.3046487740385
2009-07-31,5362.640485426182
2009-08-01,5212.926239517176
2009-08-02,5461.425381808865
2009-08-03,5370.462302032486
2009-08-04,4673.152549990613
2009-08-05,5320.580476630922
2009-08-06,4906.759081446812
2009-08-07,4685.172763012977
2009-08-08,4659.898362408179
2009-08-09,5000.532331559599
2009-08-10,4740.59057184617
2009-08-11,4984.167946944908
2009-08-12,5355.288309867016
2009-08-13,5172.301635829808
2009-08-14,5358.947696193361
2009-08-15,4648.657384813087
2009-08-16,4743.887369259597
2009-08-17,5122.872636588165
2009-08-18,5333.533604040794
2009-08-19,4915.737979472754
2009-08-20,5048.6287055132425
2009-08-21,4955.762744067126
2009-08-22,5430.389380254553
2009-08-23,4721.358047319768
2009-08-24,4910.269837357081
2009-08-25,4727.119202117934
2009-08-26,5177.427263296753
2009-08-27,4807.918936967892
2009-08-28,4990.87567295872
2009-08-29,5370.989300281251
2009-08-30,5354.4215087594985
2009-08-31,5469.7331926739525
2009-09-01,5238.680069176371
2009-09-02,5558.203897944684
2009-09-03,5258.556955548258
2009-09-04,5482.918905282748
2009-09-05,4691.579952703245
2009-09-06,5165.241447297215
2009-09-07,5452.418973004297
2009-09-08,5202.458987544536
2009-09-09,5425.890857025799
2009-09-10,5157.765094950616
2009-09-11,4663.7391592236145
2009-09-12,5272.636017879606
2009-09-13,5363.978549489848
2009-09-14,4778.611708152328
2009-09-15,5468.505324952215
2009-09-16,4900.602032313657
2009-09-17,5551.920844119541
2009-09-18,4911.302999346089
2009-09-19,4773.612965024023
2009-09-20,5077.917954857449
2009-09-21,5064.867795864743
2009-09-22,5267.108452836517
2009-09-23,4726.535361335559
2009-09-24,4615.460036736346
2009-09-25,5304.781645134901
2009-09-26,5273.338665877076
2009-09-27,5404.040293266919
2009-09-28,5360.597674610593
2009-09-29,5533.925179706185
2009-09-30,5487.271508682216
2009-10-01,5577.999999999999
2009-10-02,5539.33470040052
2009-10-03,5465.96606237813
2009-10-04,5459.995733161001
2009-10-05,5540.831037669539
2009-10-06,5489.402587244101
